Mean,Median,Mode,Max,Min,Std,Skewness,Kurtosis,Q1,Q3,IQR,ZCR_mean,ZCR_median,ZCR_std,ZCR_skewness,ZCR_kurtosis,RMSE_mean,RMSE_median,RMSE_std,RMSE_skewness,RMSE_kurtosis,Label
-0.000219692,-0.000626787,-0.029707987,0.195764884,-0.229131311,0.041567497,-0.150244682,3.394733062,-0.012098398,0.014294902,0.0263933,0.0955003,0.06640625,0.104000816,2.738754312,6.927597263,0.033432253,0.033830903,0.024308262,0.382324216,-0.760937196,Orang1_angry
3.56E-05,0.000691223,-0.032149315,0.235535473,-0.278244764,0.051318392,-0.192860172,2.857433027,-0.016745376,0.018624788,0.035370165,0.080777752,0.063964844,0.07716602,2.883423421,8.579480641,0.042091031,0.04290938,0.028891146,0.22059092,-1.205863417,Orang1_angry
-0.000184641,-0.0001971,-0.038032725,0.269107431,-0.299520552,0.054158226,-0.098877546,3.937054819,-0.013405557,0.014275381,0.027680938,0.079542591,0.058105469,0.085580468,2.744527956,7.066663634,0.042434163,0.037179593,0.033379242,0.385130859,-1.05354439,Orang1_angry
-3.97E-05,-0.000354434,-0.034984089,0.256538093,-0.285511881,0.044234421,-0.057910975,6.23638914,-0.008865381,0.012214562,0.021079943,0.141165069,0.085205078,0.128271697,1.221865465,0.195548648,0.033489045,0.032144539,0.028748028,0.76387909,-0.337135105,Orang1_angry
-6.85E-06,0.000579186,-0.02746897,0.125613794,-0.12973699,0.027596973,-0.070025315,2.733202977,-0.008594204,0.010491793,0.019085997,0.071296575,0.057128906,0.065167559,2.698130563,7.582321521,0.022920141,0.026104741,0.015124834,0.056235443,-1.191643691,Orang1_angry
-0.000210724,0.000268224,-0.034719042,0.136492386,-0.160631672,0.027309615,-0.364948724,4.20010528,-0.007792154,0.008636869,0.016429023,0.092378162,0.065429688,0.088780649,2.346016537,5.642932066,0.021742696,0.017737679,0.016432434,0.632808999,-0.52691484,Orang1_angry
-0.000264663,-0.000895571,-0.005224884,0.237350196,-0.249081284,0.042545658,-0.158010156,4.354148347,-0.006376805,0.010731115,0.017107919,0.114250736,0.062011719,0.125679532,1.661518836,1.72714199,0.031414412,0.026541771,0.028680572,0.664210235,-0.817610017,Orang1_angry
2.55E-05,0.00014456,-0.041434437,0.257175177,-0.261871397,0.045965038,-0.183935588,4.048948464,-0.008480894,0.011179622,0.019660516,0.097786458,0.057128906,0.103471404,2.209532954,4.66610935,0.034117319,0.029937243,0.030493451,0.553681838,-0.944592064,Orang1_angry
0.000122703,0.000314352,-0.138050616,0.318800181,-0.255246341,0.06083297,0.341986851,3.918257727,-0.018941611,0.016818782,0.035760393,0.086015342,0.059082031,0.096712871,2.75057171,6.997688858,0.047260899,0.041563436,0.038277172,0.685989796,-0.366164203,Orang1_angry
0.000188743,0.001041673,-0.044562079,0.154462978,-0.164813325,0.02272539,-0.116326018,6.744781236,-0.006535458,0.006503173,0.013038632,0.084858909,0.060058594,0.09752387,2.363997538,5.38032386,0.017453888,0.013092319,0.014447457,0.769192942,-0.401644463,Orang1_angry
5.91E-06,0.000716932,-0.00954167,0.141799003,-0.161358669,0.033021063,-0.219510623,2.569900019,-0.011389632,0.012753207,0.02414284,0.085789536,0.055419922,0.095910125,2.629401519,6.209310408,0.026848145,0.023047157,0.018987857,0.453556776,-0.742838401,Orang1_angry
-9.53E-05,0.000580434,-0.046720244,0.177545547,-0.176014155,0.044229101,-0.004619553,2.11103737,-0.014780439,0.013948519,0.028728958,0.085575498,0.045410156,0.121049937,2.548993109,5.298911077,0.035821624,0.03579922,0.025343273,0.192208805,-1.25315885,Orang1_angry
-5.52E-07,-0.00019292,-0.018691648,0.28485018,-0.245277077,0.048916668,0.025583212,4.217567716,-0.014344801,0.015231599,0.0295764,0.095019531,0.053222656,0.115689258,2.384580299,4.911932373,0.038270548,0.03275615,0.030163592,0.635009338,-0.695615076,Orang1_angry
-8.87E-05,0.000620795,0.024029955,0.207428411,-0.222929791,0.039308477,-0.21465495,3.03623473,-0.012961371,0.013732012,0.026693383,0.110715951,0.068359375,0.10424767,1.790635755,2.612690907,0.031988092,0.032002218,0.022368435,0.153491365,-1.085828147,Orang1_angry
-3.38E-05,-0.000396078,-0.034034632,0.395346403,-0.31956929,0.066569015,-0.007565154,3.299235025,-0.016005537,0.016661658,0.032667194,0.08478034,0.053710938,0.105417132,2.894564457,7.577017604,0.050615314,0.042946938,0.043097794,0.525532242,-1.037053734,Orang1_angry
3.87E-05,0.000477826,-0.035877958,0.178004771,-0.187639937,0.029578757,-0.103390141,5.978453615,-0.006626608,0.007229838,0.013856446,0.085718867,0.063476563,0.086872057,2.454198934,5.921887364,0.022137832,0.016257234,0.019490136,0.856372374,-0.282115551,Orang1_angry
2.29E-05,0.000101258,0.015134173,0.207557902,-0.234176338,0.035995081,0.071137902,5.054189605,-0.009255457,0.00885429,0.018109747,0.07906618,0.060546875,0.083820398,2.665076141,6.999224212,0.02748332,0.024411617,0.023160832,0.630950015,-0.746566099,Orang1_angry
7.27E-05,0.001221976,0.000776951,0.134362176,-0.145114928,0.0269031,-0.285615777,4.068028287,-0.006273925,0.007542209,0.013816134,0.087176423,0.052246094,0.103057624,2.171548805,4.181664137,0.02071978,0.017241199,0.01715154,0.689965331,-0.76762424,Orang1_angry
-0.00013067,-0.00044248,-0.009682238,0.22743988,-0.231331155,0.041719541,0.021388959,5.551338969,-0.012184329,0.011086614,0.023270943,0.095006724,0.067382813,0.099494083,2.637738592,6.384617488,0.032847688,0.031220056,0.025652174,0.961168424,0.506889306,Orang1_angry
2.67E-05,0.001360161,-0.042061359,0.168637082,-0.197160989,0.036311395,-0.155451266,2.857661112,-0.009309307,0.011818752,0.021128058,0.079495944,0.051269531,0.099759259,2.707349759,6.724220919,0.028501526,0.025348291,0.022392765,0.341397679,-1.262317302,Orang1_angry
-0.000105061,-0.000398354,-0.003231867,0.262898326,-0.254532903,0.054219883,-0.071078758,2.479287415,-0.014695793,0.01628421,0.030980003,0.086690267,0.05078125,0.106492554,2.873652189,7.170770114,0.041805804,0.033086274,0.034491621,0.477860706,-1.119539983,Orang1_angry
-6.56E-05,0.000245165,-0.087313727,0.256856054,-0.238184571,0.043959234,-0.184184191,4.593020765,-0.00933913,0.011034815,0.020373945,0.1616929,0.078369141,0.172940572,1.252070771,0.09271381,0.033249758,0.02890547,0.028437048,0.592573122,-0.850171527,Orang1_angry
-0.000146766,-0.000780301,-0.046075866,0.233843118,-0.225540161,0.039195284,-0.006432814,4.906194673,-0.010112725,0.010892967,0.021005692,0.084716797,0.068847656,0.094095943,2.560945103,6.486692205,0.030114492,0.025084414,0.025015447,0.758824209,-0.434268557,Orang1_angry
0.00012244,0.00068081,-0.001340374,0.260584205,-0.27216053,0.047957394,-0.130895379,3.132498128,-0.015077783,0.016200442,0.031278225,0.092210036,0.053222656,0.098343929,2.258703679,4.441069768,0.039128959,0.038053475,0.027472619,0.166211835,-1.260585536,Orang1_angry
2.82E-05,-0.000269912,-0.056436978,0.308077991,-0.327182353,0.051783677,-0.104911538,5.267421023,-0.011871886,0.011847444,0.02371933,0.092407227,0.056396484,0.098020248,2.485448311,5.374864928,0.037868574,0.030323328,0.034879714,0.966307637,0.222508813,Orang1_angry
5.24E-05,0.000297532,-0.09749534,0.231808186,-0.248207435,0.046115052,-0.087964748,4.281035687,-0.008688109,0.011146341,0.019834451,0.088415897,0.067871094,0.091383625,1.874499211,2.8930521,0.034943093,0.028155444,0.030035641,0.600691882,-0.899598271,Orang1_angry
-0.00028949,-0.000592676,-0.001226284,0.290507436,-0.333380431,0.056920316,-0.115413134,4.618829314,-0.012874161,0.015045287,0.027919448,0.082590411,0.057617188,0.088906679,2.565463697,6.06583441,0.043117139,0.035644382,0.03694706,0.690728768,-0.4142528,Orang1_angry
-8.12E-05,0.000372848,-0.066162713,0.253926247,-0.291318148,0.041815091,-0.350025595,6.782996087,-0.009667202,0.011857912,0.021525113,0.101250543,0.061523438,0.108127084,2.168737095,4.070531441,0.03061126,0.023854274,0.028319318,1.18656614,0.690852561,Orang1_angry
3.07E-05,0.000304272,-0.109591663,0.244924605,-0.291685522,0.056862779,-0.163936643,3.376894192,-0.013218656,0.014539392,0.027758048,0.109226393,0.052734375,0.117271395,1.804294867,2.23358639,0.04337604,0.033334974,0.036736131,0.596885309,-1.013015344,Orang1_angry
2.24E-05,0.000481901,-0.063398302,0.201894224,-0.228024662,0.035680871,-0.24495251,4.408607575,-0.010244325,0.012928125,0.02317245,0.089672192,0.0625,0.09388793,2.291513326,5.259474865,0.028417092,0.025985356,0.021480856,0.750129967,-0.098715876,Orang1_angry
-1.06E-05,0.000177234,0.002369992,0.27509591,-0.309509516,0.063226558,-0.128311805,3.483452245,-0.01297212,0.014681562,0.027653681,0.087044729,0.048828125,0.104684827,2.63307513,6.493835063,0.046946041,0.035986837,0.041952427,0.552299643,-1.173523483,Orang1_angry
0.000325896,0.000656357,-0.00411392,0.12846756,-0.127387181,0.020164145,-0.255240966,4.896055923,-0.005795429,0.007400393,0.013195821,0.093452785,0.068847656,0.08639226,1.315631352,0.728933503,0.016029393,0.013109456,0.012225294,0.800815948,-0.236625779,Orang1_angry
3.21E-05,0.000211109,-0.025115505,0.285934985,-0.257635653,0.049954969,-0.048673482,4.184998051,-0.013510287,0.01426192,0.027772207,0.120997573,0.087646484,0.094934179,1.840074905,2.615359673,0.039005566,0.036696695,0.030598897,0.73835671,0.045238244,Orang1_angry
0.000137138,0.000551359,-0.001074108,0.224461526,-0.209951371,0.028337436,-0.215865656,10.74878989,-0.005441926,0.007269621,0.012711548,0.102532374,0.067871094,0.105571462,1.625461404,1.826243518,0.01957687,0.015718034,0.020334661,1.795641322,3.201835699,Orang1_angry
-0.000124031,-0.000989957,-0.049438521,0.169748604,-0.179921925,0.035018899,-0.15139602,4.126432719,-0.008837304,0.011252065,0.020089369,0.110728237,0.089599609,0.09045235,1.432154033,1.68634228,0.02757485,0.023107339,0.02137547,0.549385447,-0.873691195,Orang1_angry
1.94E-05,0.001079043,-0.055999495,0.196442664,-0.186972439,0.04211111,-0.204117496,2.162068791,-0.01464319,0.016611877,0.031255067,0.075502232,0.051513672,0.080461079,2.52609803,5.693438385,0.035252862,0.036497891,0.022923207,0.179418633,-1.379874537,Orang1_angry
-0.000120935,-0.000237237,-0.068071626,0.209263206,-0.287241489,0.037083175,-0.467151243,4.998771446,-0.013884015,0.015555109,0.029439125,0.081398886,0.051757813,0.098221872,2.738680602,7.123967294,0.030609177,0.029935542,0.020426441,0.682022524,-0.072735073,Orang1_angry
-8.87E-06,6.08E-05,0.007007402,0.26012665,-0.301350981,0.060808219,-0.09970891,2.16249151,-0.019927482,0.021393895,0.041321377,0.087937128,0.055664063,0.094599942,2.800730603,7.279117935,0.049632467,0.044820663,0.034473382,0.168895404,-1.36360041,Orang1_angry
5.08E-06,-0.000131643,-0.084838957,0.256400466,-0.196349829,0.044174179,0.506361539,4.595759524,-0.012796544,0.01143416,0.024230704,0.084787029,0.045410156,0.117085406,2.707527818,6.430482869,0.033684649,0.025313852,0.028401135,0.911391408,-0.027989268,Orang1_angry
3.25E-05,0.000927427,-0.003457552,0.140365303,-0.135920703,0.024491247,-0.281064954,3.61922776,-0.006813338,0.009156834,0.015970173,0.088743295,0.061523438,0.086156448,1.745006206,2.450979613,0.020013172,0.016664773,0.014033235,0.273459715,-1.363819882,Orang1_angry
6.80E-05,3.36E-05,-0.024601333,0.265079081,-0.31598264,0.045136333,-0.182975503,6.719860272,-0.009421997,0.011279622,0.02070162,0.084341989,0.063476563,0.088828711,2.735251759,7.715826324,0.03309286,0.024984067,0.030645082,1.014569885,0.26746271,Orang1_angry
1.00E-04,0.000494463,-0.065675333,0.241496265,-0.265659988,0.041012082,-0.139344835,6.517857856,-0.007993483,0.009255322,0.017248805,0.135887943,0.071289063,0.133904926,1.56067942,1.334859697,0.029980479,0.021866901,0.02771889,1.053186124,0.501290655,Orang1_angry
3.67E-06,-5.67E-05,-0.038505197,0.224487454,-0.20877628,0.048010588,-0.01888356,2.503587317,-0.012940546,0.013953867,0.026894413,0.106720955,0.072753906,0.109790789,2.299578937,4.727943968,0.039228048,0.036870442,0.027505575,0.234642638,-1.281771997,Orang1_angry
1.17E-05,0.000562021,-0.043745331,0.252102673,-0.240800932,0.042418301,-0.122461521,3.503759924,-0.012236865,0.015110051,0.027346916,0.094410616,0.078857422,0.094728886,2.566717817,6.683340146,0.034361131,0.032248572,0.02438865,0.280096977,-1.168785403,Orang1_angry
0.000125885,0.000711312,-0.06265305,0.312378526,-0.343802363,0.058049448,-0.200697531,4.490340344,-0.01342335,0.013726918,0.027150268,0.107017299,0.055175781,0.122474053,2.090226589,3.534485768,0.04318238,0.036008451,0.038297139,0.850810666,-0.204792998,Orang1_angry
0.00011195,0.00148473,-0.008370187,0.250237733,-0.281905591,0.04620171,-0.154077308,3.892635125,-0.013477907,0.016790122,0.030268028,0.111160028,0.073242188,0.097581374,1.756669445,2.299495035,0.037291497,0.037346907,0.026683347,0.286369445,-1.110898881,Orang1_angry
-5.90E-05,-0.00025778,-0.04964656,0.152625561,-0.177626133,0.029763022,-0.096595503,3.843515328,-0.007096684,0.009955443,0.017052128,0.097793579,0.072265625,0.081237929,1.94883637,3.451263593,0.023694381,0.019566827,0.017975502,0.476750024,-0.976042748,Orang1_angry
2.63E-05,0.000397614,-0.005253414,0.210509986,-0.244412601,0.040283751,-0.052595796,4.469625749,-0.010457828,0.011855833,0.022313661,0.085335994,0.069335938,0.079830458,2.264810221,5.398596904,0.031580273,0.030823108,0.024804937,0.516199596,-0.372154487,Orang1_angry
4.23E-05,0.000378922,-0.028173257,0.234640837,-0.198618963,0.038778022,0.108244352,5.178891083,-0.01008658,0.012482204,0.022568784,0.089656464,0.0625,0.079332057,1.75240775,2.493962097,0.029798582,0.024717979,0.024723968,0.86433725,-0.120461914,Orang1_angry
-6.78E-05,0.000385347,-0.076425448,0.199072644,-0.208115816,0.039651189,-0.226871536,2.833833376,-0.013780756,0.013625216,0.027405972,0.083924279,0.069824219,0.077135719,2.859657836,8.56646263,0.032332785,0.032286223,0.022529671,0.235534941,-0.942920309,Orang1_angry
-2.69E-05,-0.000190402,-0.027192093,0.191940784,-0.180616274,0.032821469,-0.109166682,3.281828704,-0.010572506,0.011417259,0.021989765,0.099098558,0.065917969,0.111155789,2.799523878,7.154643308,0.027054133,0.025590677,0.01853819,0.402733148,-0.892106508,Orang1_angry
-4.96E-05,-0.000661648,-0.037075877,0.202369481,-0.214219987,0.038093809,0.015899804,3.446136094,-0.012705968,0.012737116,0.025443085,0.087853065,0.064941406,0.088125908,2.661990021,6.837872284,0.030613778,0.028735708,0.022174207,0.511300884,-0.449670582,Orang1_angry
5.30E-05,0.000527679,-0.078830719,0.174471825,-0.173055753,0.028569277,-0.084944042,4.21814051,-0.007257386,0.008767747,0.016025133,0.093491908,0.073486328,0.092155696,2.351386282,5.375022699,0.022694035,0.022688836,0.0172271,0.313490851,-1.098695259,Orang1_angry
8.73E-05,0.000457939,-0.007981823,0.224333867,-0.192447767,0.041447856,-0.171291775,2.931770906,-0.012557253,0.014100611,0.026657864,0.105274874,0.067138672,0.099336319,2.372138948,5.192243375,0.034079965,0.03063317,0.023316028,0.357216789,-0.951281251,Orang1_angry
-0.000193875,7.15E-06,-0.039448999,0.226938397,-0.230910897,0.041014843,-0.068779898,6.275007867,-0.010233527,0.009593744,0.019827271,0.090425037,0.077148438,0.078854542,2.160880063,5.186709386,0.029919127,0.024815047,0.027590048,1.356111287,1.634962062,Orang1_angry
-1.65E-05,-0.000108553,-0.014202747,0.114327028,-0.124940865,0.021244226,-0.175044089,4.070683339,-0.005991788,0.007318713,0.013310501,0.091439774,0.059570313,0.106033444,2.383676795,5.138432293,0.017440552,0.01560657,0.011950532,0.076675807,-1.560908572,Orang1_angry
1.34E-05,0.000126317,-0.004118089,0.165858835,-0.15205574,0.031063255,-0.236654205,3.116299034,-0.007670338,0.009380368,0.017050707,0.102956578,0.069824219,0.085909361,1.70310664,2.228776145,0.024998277,0.024313033,0.018276706,0.124752052,-1.450968492,Orang1_angry
7.32E-05,0.000466476,-0.017190307,0.202433631,-0.183365226,0.029929504,0.260728183,6.728961882,-0.006603541,0.007547414,0.014150955,0.082506154,0.065917969,0.081074146,2.284707366,5.494772433,0.022039838,0.015408105,0.019962844,0.946163609,0.180775558,Orang1_angry
0.00015939,0.000362407,-0.015692797,0.264033556,-0.240206569,0.03705911,0.044266811,8.608296533,-0.006998637,0.008707062,0.015705698,0.071616908,0.050292969,0.088251859,2.737576419,7.759377858,0.025793845,0.018215153,0.026396811,1.550582748,2.205683447,Orang1_angry
9.46E-05,0.00071068,-0.033157073,0.217902869,-0.207687721,0.038110785,0.020024977,3.00930065,-0.011727787,0.012286495,0.024014282,0.110516716,0.052490234,0.126939056,1.949900711,2.933045773,0.030686188,0.029928539,0.022549419,0.25764916,-1.201010286,Orang1_angry
-0.000110024,-0.000594007,-0.137193412,0.304136336,-0.281265765,0.061076853,0.014423387,3.081368671,-0.015863705,0.016863458,0.032727163,0.127552083,0.063476563,0.138913846,1.720315651,1.557570718,0.047165141,0.037182435,0.0387257,0.591073715,-0.866547106,Orang1_angry
-3.04E-05,-0.000608363,-0.109868407,0.16788289,-0.209070817,0.028020134,-0.243091836,6.333346586,-0.007384649,0.008829935,0.016214584,0.086265346,0.061035156,0.090137177,2.408560749,5.816150314,0.021640534,0.019072898,0.017573573,0.833958652,-0.230666614,Orang1_angry
4.17E-05,0.000259106,-0.034266956,0.292110503,-0.324862629,0.051298659,-0.075233202,6.354651225,-0.009052083,0.01114488,0.020196963,0.111661396,0.068847656,0.110016095,2.269683518,4.591766106,0.037202675,0.028434243,0.035242051,1.002340045,0.272928371,Orang1_angry
-0.000196298,-0.000121166,-0.000746416,0.239036471,-0.256131768,0.038494784,0.021315078,6.310694537,-0.011107666,0.012494395,0.023602061,0.080717199,0.057373047,0.088056391,2.449666294,5.40438285,0.02998304,0.026744127,0.023778291,0.680725488,-0.594648595,Orang1_angry
-8.00E-05,1.03E-05,-0.055645607,0.194101036,-0.174498677,0.035083208,0.198713495,3.84375852,-0.008688769,0.008554874,0.017243643,0.100948661,0.064453125,0.091623798,1.993565791,3.571853563,0.027200757,0.020722903,0.022107156,0.433532746,-1.328682635,Orang1_angry
-4.89E-05,-0.00032155,-0.020827118,0.355725378,-0.406410247,0.050530914,-0.268857826,8.749984751,-0.008442065,0.010828573,0.019270638,0.127668825,0.077636719,0.130769647,1.395514644,0.822476302,0.034587741,0.024154456,0.036427792,1.377166272,1.340563017,Orang1_angry
-0.000164245,-0.000894495,-0.026810803,0.206748411,-0.193661585,0.032070678,0.047290787,5.341651311,-0.006258454,0.009533584,0.015792038,0.085739136,0.061279297,0.087694106,2.088608265,3.551871607,0.024602117,0.018915422,0.020418691,0.668699549,-0.574710708,Orang1_angry
-0.000107612,-0.000538692,-0.038760133,0.208031327,-0.237138644,0.040799148,-0.041202971,2.028351048,-0.014062821,0.013954435,0.028017255,0.07966165,0.048339844,0.107599392,2.79268993,6.667005137,0.033217508,0.029328812,0.023650058,0.188302501,-1.406569185,Orang1_angry
